benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.47494;0.21;505.062
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.14621;0.21;1090.55
bench1_base_variant;512;1024;4096;0;0;0;0;46.0541;0.25;27.142
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;46.3077;0.25;26.9933
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.04706;0.25;610.633
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.70912;0.25;731.37
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;1.51454;0.25;825.331
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;1.45962;0.25;856.39
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.32061;0.25;946.534
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.68058;0.25;466.318
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.29661;0.25;964.054
bench1_base_variant;1024;1024;4096;0;0;0;0;45.6821;0.25;27.363
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;42.0703;0.25;29.7122
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;1.93251;0.25;646.826
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.67765;0.25;745.091
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;1.47664;0.25;846.516
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;1.44611;0.25;864.387
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.33669;0.25;935.147
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.54962;0.25;490.27
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.33912;0.25;933.449
bench1_base_variant;2048;1024;4096;0;0;0;0;37.4887;0.25;33.3434
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;30.2773;0.25;41.2851
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;1.92869;0.25;648.109
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.67264;0.25;747.322
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;1.45346;0.25;860.019
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;1.43293;0.25;872.34
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.33472;0.25;936.526
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.54904;0.25;490.381
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.33675;0.25;935.102
bench1_base_variant;4096;1024;4096;0;0;0;0;10.6813;0.25;117.027
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;6.50341;0.25;192.207
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;1.93035;0.25;647.55
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.67981;0.25;744.133
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;1.44064;0.25;867.67
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;1.43115;0.25;873.422
