benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;36.0656;0.25;34.6591
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.36827;0.25;371.11
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.238;0.25;386.041
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.47002;0.25;360.229
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.4073;0.25;366.86
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.2623;0.25;383.165
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.70974;0.25;461.298
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.65808;0.25;470.264
bench1_base_variant;1024;1024;4096;0;0;0;0;35.784;0.25;34.9318
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;35.7431;0.25;34.9718
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.27717;0.25;381.427
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.2028;0.25;390.284
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.30493;0.25;378.223
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.27346;0.25;381.859
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.16546;0.25;394.888
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.58483;0.25;483.59
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.67384;0.25;467.492
bench1_base_variant;2048;1024;4096;0;0;0;0;37.4464;0.25;33.381
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;37.4691;0.25;33.3609
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.22954;0.25;387.053
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.19981;0.25;390.648
