benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.93053;0.21;381.628
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.95998;0.21;506.759
bench1_base_variant;4096;1024;4096;0;0;0;0;63.6097;0.21;23.5813
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;63.5335;0.21;23.6096
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.79653;0.21;395.098
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;5.89248;0.21;254.562
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;5.96562;0.21;251.441
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;5.93069;0.21;252.922
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;5.83976;0.21;256.86
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.92346;0.21;382.316
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.95248;0.21;508.048
bench1_base_variant;512;1024;4096;0;0;0;0;67.6949;0.25;22.1583
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;66.0567;0.25;22.7078
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.92019;0.25;382.634
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;5.84827;0.25;256.486
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;6.13586;0.25;244.465
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;6.10029;0.25;245.89
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;5.93635;0.25;252.68
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.99242;0.25;375.712
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.99515;0.25;500.809
bench1_base_variant;1024;1024;4096;0;0;0;0;71.0685;0.25;21.1064
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;71.0896;0.25;21.1001
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.90379;0.25;384.242
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;5.96771;0.25;251.353
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;6.19558;0.25;242.108
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;6.14299;0.25;244.181
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;6.01286;0.25;249.465
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.98722;0.25;376.202
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.07854;0.25;487.243
bench1_base_variant;2048;1024;4096;0;0;0;0;72.9863;0.25;20.5518
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;72.8681;0.25;20.5851
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.90922;0.25;383.709
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;5.95165;0.25;252.031
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;6.01309;0.25;249.456
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;5.99254;0.25;250.311
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;5.89242;0.25;254.565
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.99018;0.25;375.923
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.05546;0.25;490.925
bench1_base_variant;4096;1024;4096;0;0;0;0;75.4245;0.25;19.8874
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;75.447;0.25;19.8815
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.92158;0.25;382.499
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;5.96165;0.25;251.608
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;6.03427;0.25;248.58
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;6.00093;0.25;249.961
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;5.89678;0.25;254.376
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.99029;0.25;375.913
