benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.36602;0.13;594.174
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;1.90261;0.13;1051.19
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;1.88581;0.13;1060.55
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.75981;0.13;1136.49
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;6.90006;0.13;289.852
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.83869;0.13;1087.73
bench1_base_variant;4096;1024;4096;0;0;0;0;91.7564;0.13;21.7969
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;68.2233;0.13;29.3155
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.66317;0.13;545.976
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.36822;0.13;593.785
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;1.84302;0.13;1085.17
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;1.84192;0.13;1085.82
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.73555;0.13;1152.37
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;6.89838;0.13;289.923
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.81357;0.13;1102.8
bench1_base_variant;512;1024;4096;0;0;0;0;94.9332;0.17;21.0675
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;92.056;0.17;21.7259
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;4.10642;0.17;487.043
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.44397;0.17;580.725
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;2.32328;0.17;860.852
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;2.35896;0.17;847.831
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.01582;0.17;992.15
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;7.00181;0.17;285.641
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.10059;0.17;952.112
bench1_base_variant;1024;1024;4096;0;0;0;0;137.125;0.17;14.5853
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;123.592;0.17;16.1823
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;4.04936;0.17;493.905
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.67875;0.17;543.663
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;2.33906;0.17;855.046
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;2.324;0.17;860.585
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.15898;0.17;926.365
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;6.99482;0.17;285.926
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.24576;0.17;890.567
bench1_base_variant;2048;1024;4096;0;0;0;0;135.416;0.17;14.7693
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;117.002;0.17;17.0938
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;4.0167;0.17;497.921
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.67066;0.17;544.862
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;2.26808;0.17;881.803
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;2.23899;0.17;893.259
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.12315;0.17;941.996
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;7.00178;0.17;285.642
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.21269;0.17;903.878
bench1_base_variant;4096;1024;4096;0;0;0;0;121.086;0.17;16.5171
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;98.2607;0.17;20.354
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;4.0035;0.17;499.562
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.66728;0.17;545.363
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;2.2008;0.17;908.76
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;2.19115;0.17;912.762
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.08266;0.17;960.312
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;7.00669;0.17;285.442
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.19122;0.17;912.735
bench1_base_variant;512;1024;4096;0;0;0;0;117.031;0.21;17.0895
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;114.197;0.21;17.5136
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;4.43245;0.21;451.218
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.7221;0.21;537.332
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;2.68605;0.21;744.588
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;2.72366;0.21;734.305
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.3801;0.21;840.302
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;7.0723;0.21;282.793
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.47456;0.21;808.224
bench1_base_variant;1024;1024;4096;0;0;0;0;170.528;0.21;11.7283
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;160.436;0.21;12.466
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;4.40354;0.21;454.18
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.95834;0.21;505.263
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;2.70141;0.21;740.355
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;2.68787;0.21;744.083
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.5223;0.21;792.926
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;7.06408;0.21;283.122
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.62189;0.21;762.809
bench1_base_variant;2048;1024;4096;0;0;0;0;165.924;0.21;12.0537
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;153.461;0.21;13.0326
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;4.406;0.21;453.926
