benchmark;chunk_length;cluster;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench1_base_variant;4096;16;1024;4096;0;0;0;0;0.819584;0.01;1372.65
bench2_base_variant_skipping;4096;16;1024;4096;0;0;0;0;0.759808;0.01;1480.64
bench3_3pass_streaming;4096;16;1024;4096;-0.5;-0.5;-0.5;-0.5;0.292352;0.01;3848.1
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;16;1024;4096;0;-0.5;-0.5;0;0.329728;0.01;3411.9
bench5_3pass_optimized_read_skipping_partial_pss;4096;16;1024;4096;0;0;-0.5;0;0.22112;0.01;5087.74
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;16;1024;4096;0;0;0;0;0.2176;0.01;5170.04
bench7_3pass_optimized_read_skipping_cub_pss;4096;16;1024;4096;0;-0.5;-0.5;0;0.129536;0.01;8684.84
bench8_cub_flagged;4096;16;1024;4096;-0.5;-0.5;-0.5;-0.5;1.79456;0.01;626.895
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;16;1024;4096;0;-0.5;-0.5;0;0.135056;0.01;8329.88
bench1_base_variant;512;32;1024;4096;0;0;0;0;0.447824;0.01;2512.15
bench2_base_variant_skipping;512;32;1024;4096;0;0;0;0;0.335856;0.01;3349.65
bench3_3pass_streaming;512;32;1024;4096;-0.5;-0.5;-0.5;-0.5;0.30816;0.01;3650.7
bench4_3pass_optimized_read_non_skipping_cub_pss;512;32;1024;4096;0;-0.5;-0.5;0;0.324096;0.01;3471.19
bench5_3pass_optimized_read_skipping_partial_pss;512;32;1024;4096;0;0;-0.5;0;0.254864;0.01;4414.12
bench6_3pass_optimized_read_skipping_two_phase_pss;512;32;1024;4096;0;0;0;0;0.237568;0.01;4735.49
bench7_3pass_optimized_read_skipping_cub_pss;512;32;1024;4096;0;-0.5;-0.5;0;0.12744;0.01;8827.68
bench8_cub_flagged;512;32;1024;4096;-0.5;-0.5;-0.5;-0.5;1.83134;0.01;614.303
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;32;1024;4096;0;-0.5;-0.5;0;0.129536;0.01;8684.84
bench1_base_variant;1024;32;1024;4096;0;0;0;0;1.00134;0.01;1123.49
bench2_base_variant_skipping;1024;32;1024;4096;0;0;0;0;0.397152;0.01;2832.67
bench3_3pass_streaming;1024;32;1024;4096;-0.5;-0.5;-0.5;-0.5;0.305664;0.01;3680.51
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;32;1024;4096;0;-0.5;-0.5;0;0.329216;0.01;3417.21
bench5_3pass_optimized_read_skipping_partial_pss;1024;32;1024;4096;0;0;-0.5;0;0.246784;0.01;4558.64
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;32;1024;4096;0;0;0;0;0.2288;0.01;4916.96
bench7_3pass_optimized_read_skipping_cub_pss;1024;32;1024;4096;0;-0.5;-0.5;0;0.122928;0.01;9151.7
bench8_cub_flagged;1024;32;1024;4096;-0.5;-0.5;-0.5;-0.5;1.83347;0.01;613.59
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;32;1024;4096;0;-0.5;-0.5;0;0.125904;0.01;8935.38
bench1_base_variant;2048;32;1024;4096;0;0;0;0;0.710144;0.01;1584.19
bench2_base_variant_skipping;2048;32;1024;4096;0;0;0;0;0.494592;0.01;2274.6
bench3_3pass_streaming;2048;32;1024;4096;-0.5;-0.5;-0.5;-0.5;0.305056;0.01;3687.85
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;32;1024;4096;0;-0.5;-0.5;0;0.328704;0.01;3422.53
bench5_3pass_optimized_read_skipping_partial_pss;2048;32;1024;4096;0;0;-0.5;0;0.22936;0.01;4904.95
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;32;1024;4096;0;0;0;0;0.21344;0.01;5270.8
bench7_3pass_optimized_read_skipping_cub_pss;2048;32;1024;4096;0;-0.5;-0.5;0;0.116736;0.01;9637.13
bench8_cub_flagged;2048;32;1024;4096;-0.5;-0.5;-0.5;-0.5;1.81555;0.01;619.646
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;32;1024;4096;0;-0.5;-0.5;0;0.120176;0.01;9361.27
bench1_base_variant;4096;32;1024;4096;0;0;0;0;0.717824;0.01;1567.24
bench2_base_variant_skipping;4096;32;1024;4096;0;0;0;0;0.66552;0.01;1690.41
bench3_3pass_streaming;4096;32;1024;4096;-0.5;-0.5;-0.5;-0.5;0.29488;0.01;3815.11
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;32;1024;4096;0;-0.5;-0.5;0;0.33472;0.01;3361.02
bench5_3pass_optimized_read_skipping_partial_pss;4096;32;1024;4096;0;0;-0.5;0;0.222144;0.01;5064.28
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;32;1024;4096;0;0;0;0;0.21752;0.01;5171.94
bench7_3pass_optimized_read_skipping_cub_pss;4096;32;1024;4096;0;-0.5;-0.5;0;0.130016;0.01;8652.78
bench8_cub_flagged;4096;32;1024;4096;-0.5;-0.5;-0.5;-0.5;1.81299;0.01;620.521
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;32;1024;4096;0;-0.5;-0.5;0;0.135168;0.01;8322.98
bench1_base_variant;512;1;1024;4096;0;0;0;0;0.825248;0.05;1363.23
bench2_base_variant_skipping;512;1;1024;4096;0;0;0;0;0.660368;0.05;1703.6
bench3_3pass_streaming;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.43008;0.05;2615.79
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.449024;0.05;2505.43
bench5_3pass_optimized_read_skipping_partial_pss;512;1;1024;4096;0;0;-0.5;0;0.382288;0.05;2942.81
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1;1024;4096;0;0;0;0;0.362416;0.05;3104.17
