benchmark;chunk_length;cluster;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.559616;0.13;2233.67
bench1_base_variant;1024;1;1024;4096;0;0;0;0;11.7386;0.13;106.486
bench2_base_variant_skipping;1024;1;1024;4096;0;0;0;0;7.92525;0.13;157.724
bench3_3pass_streaming;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.853552;0.13;1464.47
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.915968;0.13;1364.68
bench5_3pass_optimized_read_skipping_partial_pss;1024;1;1024;4096;0;0;-0.5;0;0.68352;0.13;1828.77
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1;1024;4096;0;0;0;0;0.673744;0.13;1855.3
bench7_3pass_optimized_read_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.558592;0.13;2237.77
bench8_cub_flagged;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.99786;0.13;625.671
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.563984;0.13;2216.37
bench1_base_variant;2048;1;1024;4096;0;0;0;0;6.32064;0.13;197.765
bench2_base_variant_skipping;2048;1;1024;4096;0;0;0;0;2.61376;0.13;478.238
bench3_3pass_streaming;2048;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.862672;0.13;1448.99
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;0.9088;0.13;1375.44
bench5_3pass_optimized_read_skipping_partial_pss;2048;1;1024;4096;0;0;-0.5;0;0.666112;0.13;1876.56
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1;1024;4096;0;0;0;0;0.655872;0.13;1905.86
bench7_3pass_optimized_read_skipping_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;0.555008;0.13;2252.22
bench8_cub_flagged;2048;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.99973;0.13;625.085
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;0.558592;0.13;2237.77
bench1_base_variant;4096;1;1024;4096;0;0;0;0;4.5517;0.13;274.623
bench2_base_variant_skipping;4096;1;1024;4096;0;0;0;0;3.38938;0.13;368.799
bench3_3pass_streaming;4096;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.858176;0.13;1456.58
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1;1024;4096;0;-0.5;-0.5;0;0.919088;0.13;1360.04
