benchmark;chunk_length;cluster;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench5_3pass_optimized_read_skipping_partial_pss;4096;32;1024;4096;0;0;-0.5;0;0.285168;0.01;4383.38
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;32;1024;4096;0;0;0;0;0.267152;0.01;4678.98
bench7_3pass_optimized_read_skipping_cub_pss;4096;32;1024;4096;0;-0.5;-0.5;0;0.17408;0.01;7180.61
bench8_cub_flagged;4096;32;1024;4096;-0.5;-0.5;-0.5;-0.5;1.82474;0.01;685.031
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;32;1024;4096;0;-0.5;-0.5;0;0.1776;0.01;7038.29
bench1_base_variant;512;1;1024;4096;0;0;0;0;2.36749;0.05;527.986
bench2_base_variant_skipping;512;1;1024;4096;0;0;0;0;1.61427;0.05;774.343
bench3_3pass_streaming;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.63112;0.05;1980.61
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.734528;0.05;1701.77
bench5_3pass_optimized_read_skipping_partial_pss;512;1;1024;4096;0;0;-0.5;0;0.46336;0.05;2697.69
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1;1024;4096;0;0;0;0;0.449024;0.05;2783.82
bench7_3pass_optimized_read_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.316928;0.05;3944.11
bench8_cub_flagged;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.93987;0.05;644.372
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.315808;0.05;3958.1
bench1_base_variant;1024;1;1024;4096;0;0;0;0;2.7509;0.05;454.397
bench2_base_variant_skipping;1024;1;1024;4096;0;0;0;0;1.05984;0.05;1179.42
bench3_3pass_streaming;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.608256;0.05;2055.06
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.746496;0.05;1674.49
bench5_3pass_optimized_read_skipping_partial_pss;1024;1;1024;4096;0;0;-0.5;0;0.446512;0.05;2799.48
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1;1024;4096;0;0;0;0;0.427008;0.05;2927.35
bench7_3pass_optimized_read_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.312256;0.05;4003.13
bench8_cub_flagged;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.93741;0.05;645.192
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.317952;0.05;3931.41
bench1_base_variant;2048;1;1024;4096;0;0;0;0;3.90382;0.05;320.199
bench2_base_variant_skipping;2048;1;1024;4096;0;0;0;0;1.86624;0.05;669.796
bench3_3pass_streaming;2048;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.600576;0.05;2081.34
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;0.72744;0.05;1718.35
bench5_3pass_optimized_read_skipping_partial_pss;2048;1;1024;4096;0;0;-0.5;0;0.418256;0.05;2988.6
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1;1024;4096;0;0;0;0;0.407552;0.05;3067.09
